name,ratings,location1,location2,est. bill amt.,cuisine1,cuisine2,cuisine3
Sigree Global Grill,,"City Centre 1,",Salt Lake,500 for 2 (approx),North Indian,Italian,Biryani
The Junction,4.3,"Taj Bengal Hotel,",Alipore,"4,500 for 2 (approx)",Finger Food,Beverages,
Zam Zam,,Entally,Central Kolkata,300 for 2 (approx),Biryani,Mughlai,North Indian
Grace,,Kasba,South Kolkata,"1,000 for 2 (approx)",Continental,North Indian,Portuguese
Chhota Bristol (Shaw Brothers),,Esplanade,Central Kolkata,"1,200 for 2 (approx)",Finger Food,,
Monginis,,Dumdum,24 Parganas North,400 for 2 (approx),Desserts,Fast Food,
Hotel Sidheshwari Ashram,,New Market,Central Kolkata,250 for 2 (approx),North Indian,Mughlai,Bengali
Wasabee Salt Lake,,Salt Lake,East Kolkata,500 for 2 (approx),Japanese,Asian,Chinese
Food Bay,,"City Centre 1,",Salt Lake,500 for 2 (approx),Seafood,Fast Food,
Orko'ss Restaurant & Lounge Bar,,Salt Lake,East Kolkata,"1,800 for 2 (approx)",North Indian,Mughlai,Chinese
Chittoda's Suruchee Restaurant,,Esplanade,Central Kolkata,300 for 2 (approx),Biryani,Chinese,
Once Upon A Noodle,,Salt Lake,East Kolkata,300 for 2 (approx),Chinese,Continental,
Goutam's,,Salt Lake,East Kolkata,500 for 2 (approx),Chinese,Fast Food,Beverages
Cafe Coffee O Kobita,,Shyambazar,North Kolkata,700 for 2 (approx),Italian,Fast Food,
Super Star Haji Biryani,,New Market,Central Kolkata,300 for 2 (approx),Biryani,Mughlai,
Tea Junction,,Salt Lake,East Kolkata,350 for 2 (approx),Tea,Beverages,
Tea Junction,,Salt Lake,East Kolkata,300 for 2 (approx),Beverages,,
The Legacy Grill - The Lalit Great Eastern,,Esplanade,Central Kolkata,"5,000 for 2 (approx)",European,,
Aami Bangali,,Bara Bazar,North Kolkata,"1,010 for 2 (approx)",Bengali,North Indian,Biryani
Zam Zam,,Entally,Central Kolkata,700 for 2 (approx),Biryani,North Indian,Beverages
Aminia Restaurant,,Taltala,Central Kolkata,500 for 2 (approx),North Indian,South Indian,
Tea Junction,,Salt Lake,East Kolkata,500 for 2 (approx),Beverages,Tea,
Brewin,4,"The Claridale,",Ballygunge,600 for 2 (approx),Desserts,,
Tea Junction,,"City Centre 1,",Salt Lake,300 for 2 (approx),Street Food,Tea,
Pabrai's Fresh & Naturelle Ice cream,,"City Centre 1,",Salt Lake,200 for 2 (approx),Desserts,,
U.P Bihar Restaurant & Caterer,,New Market,Central Kolkata,500 for 2 (approx),North Indian,Mughlai,Biryani
Orko's Restaurant,,Salt Lake,East Kolkata,"2,000 for 2 (approx)",North Indian,Mughlai,Continental
Guru's Restaurant,4,Kasba,South Kolkata,600 for 2 (approx),Chinese,Mughlai,North Indian
Su Swagatam,3.5,Ballygunge,South Kolkata,700 for 2 (approx),North Indian,Chinese,
Momo Hut,,Dumdum,24 Parganas North,300 for 2 (approx),Chinese,Tibetan,
Mio Amore,,Tangra,East Kolkata,300 for 2 (approx),Desserts,Fast Food,
Kix Lounge,,Salt Lake,East Kolkata,"2,000 for 2 (approx)",Chinese,,
Dariole,,Salt Lake,East Kolkata,400 for 2 (approx),Fast Food,,
WOW! China,,Salt Lake,East Kolkata,"1,200 for 2 (approx)",Asian,Chinese,Seafood
Kouzina Biryani Co,,Salt Lake,East Kolkata,350 for 2 (approx),Biryani,,
China Town,,New Market,Central Kolkata,400 for 2 (approx),Chinese,,
NS Restaurant,,Wellesley,Central Kolkata,700 for 2 (approx),Chinese,North Indian,Seafood
The Orient,,Salt Lake,East Kolkata,"1,000 for 2 (approx)",Chinese,North Indian,
Dash,,Salt Lake,East Kolkata,"1,800 for 2 (approx)",Chinese,North Indian,Beverages
Baker's Nest,,Salt Lake,East Kolkata,"1,000 for 2 (approx)",North Indian,Chinese,
Baker's Nest,,Bidhannagar,East Kolkata,"1,100 for 2 (approx)",North Indian,Chinese,Italian
K.C. Das,,New Market,Central Kolkata,110 for 2 (approx),Street Food,,
Haze,4.3,Sarat Bose Road,South Kolkata,"1,200 for 2 (approx)",Continental,Beverages,
Shaan E Ayan,,Taltala,Central Kolkata,350 for 2 (approx),Chinese,Mughlai,
Sweet N Sour,,Salt Lake,East Kolkata,650 for 2 (approx),Chinese,Bengali,North Indian
Little Pleasures,,Salt Lake,East Kolkata,"1,300 for 2 (approx)",Desserts,,
Little Pleasures,,Salt Lake,East Kolkata,"1,300 for 2 (approx)",Desserts,,
Shake It Up,,Salt Lake,East Kolkata,300 for 2 (approx),Beverages,,
Calcutta Bakery Cafe,,Salt Lake,East Kolkata,"1,000 for 2 (approx)",Continental,Italian,Beverages
Calcutta Bakery Cafe,,Salt Lake,East Kolkata,"1,100 for 2 (approx)",Pizza,Italian,Beverages
Hangry Baba,,Salt Lake,East Kolkata,500 for 2 (approx),Chinese,,
Mugs & Shots,,Lake Town,East Kolkata,"1,800 for 2 (approx)",Beverages,Desserts,Continental
Nirala's China Town,,Gariahat,South Kolkata,800 for 2 (approx),Chinese,,
Sip N Bites,,Howrah,Howrah,400 for 2 (approx),Fast Food,Chinese,North Indian
Mitra Cafe,,"Big Bazar,",Baguiati,600 for 2 (approx),Bengali,,
Mugs & Shots,,Salt Lake,East Kolkata,"1,800 for 2 (approx)",North Indian,South Indian,Italian
Manthan Songhai,,Esplanade,Central Kolkata,900 for 2 (approx),Chinese,Thai,
Manthan Restaurant,,Esplanade,Central Kolkata,"1,400 for 2 (approx)",North Indian,Mughlai,Chinese
Manthan Songhai,,Esplanade,Central Kolkata,850 for 2 (approx),Chinese,Thai,Desserts
Shree Krishna Mistanna Bhandar,,New Market,Central Kolkata,100 for 2 (approx),Street Food,,
The Orizzonte,,Kasba,South Kolkata,"1,400 for 2 (approx)",Italian,Continental,
Saptapadi Restaurant,,Salt Lake,East Kolkata,"1,800 for 2 (approx)",Bengali,Fast Food,
Saptapadi,,Salt Lake,East Kolkata,"1,900 for 2 (approx)",Bengali,Desserts,
Biryani Battuta,,Taltala,Central Kolkata,600 for 2 (approx),Biryani,North Indian,
Saptapadi,,Salt Lake,East Kolkata,"1,900 for 2 (approx)",Bengali,Desserts,
Story Of Beans,,Salt Lake,East Kolkata,700 for 2 (approx),Health Food,Chinese,Mexican
Ashoka Bar & Restaurant,,Esplanade,Central Kolkata,900 for 2 (approx),Chinese,North Indian,Seafood
Nizam's Since 1932,,New Market,Central Kolkata,400 for 2 (approx),Biryani,North Indian,
Caravan Cafe,,Salt Lake,East Kolkata,"1,300 for 2 (approx)",Continental,Italian,Fast Food
Pabrai's Fresh And Naturelle Ice Cream,,Salt Lake,East Kolkata,200 for 2 (approx),Beverages,,
China White's,4.1,Gariahat,South Kolkata,"1,200 for 2 (approx)",Chinese,North Indian,Seafood
Benfish,,Lake Town,East Kolkata,500 for 2 (approx),Chinese,,
The Orizzonte - Regenta Orkos Hotel,,Kasba,South Kolkata,"1,500 for 2 (approx)",Italian,North Indian,Continental
Balle Balle Dhaba,,Salt Lake,East Kolkata,900 for 2 (approx),North Indian,Mughlai,Biryani
Balle Balle Dhaba,,Salt Lake,East Kolkata,900 for 2 (approx),North Indian,Mughlai,Beverages
The Burger Fusion,,Lake Town,East Kolkata,300 for 2 (approx),American,Continental,Fast Food
Jabbrr Afghani,,Salt Lake,East Kolkata,400 for 2 (approx),Mughlai,Fast Food,
Jabbrr Afghani,,Salt Lake,East Kolkata,450 for 2 (approx),North Indian,Biryani,
Limelight Restaurant & Bar,,B B D Bagh,Central Kolkata,900 for 2 (approx),North Indian,Chinese,Fast Food
Limelight Restaurant & Bar,,B B D Bagh,Central Kolkata,"1,300 for 2 (approx)",North Indian,Chinese,
Limelight Restaurant & Bar,,B B D Bagh,Central Kolkata,900 for 2 (approx),North Indian,Chinese,Fast Food
China Social,,Salt Lake,East Kolkata,300 for 2 (approx),Seafood,Chinese,
Just Baked,,Salt Lake,East Kolkata,300 for 2 (approx),Desserts,Fast Food,
Silver Sand,,Salt Lake,East Kolkata,950 for 2 (approx),North Indian,Chinese,Mughlai
Silver Sand,,Salt Lake,East Kolkata,900 for 2 (approx),North Indian,Chinese,Mughlai
Cafe ICanFlyy,4,Ballygunge,South Kolkata,900 for 2 (approx),Fast Food,Italian,
The Chutney Co.,,B B D Bagh,Central Kolkata,600 for 2 (approx),South Indian,,
Mio Amore,,Salt Lake,East Kolkata,300 for 2 (approx),Desserts,Fast Food,
Mio Amore,,Baguiati,24 Parganas North,300 for 2 (approx),Desserts,Fast Food,
Uzma Fast Food,,Park Street,Central Kolkata,300 for 2 (approx),Chinese,Fast Food,
U. P. Bihar,,New Market,Central Kolkata,400 for 2 (approx),Biryani,North Indian,Mughlai
Farina Restaurant Cum Bar,,Salt Lake,East Kolkata,"1,200 for 2 (approx)",North Indian,Chinese,Beverages
The Sugarr and Spice,,Chowringhee,Central Kolkata,300 for 2 (approx),Desserts,Fast Food,
Crazy Combo,,Kalyani,North Kolkata,200 for 2 (approx),North Indian,Continental,
Chittoda's Suruchee Restaurant,,Esplanade,Central Kolkata,400 for 2 (approx),Chinese,Bengali,Biryani
Shahi Masala,,Chowringhee,Central Kolkata,600 for 2 (approx),Chinese,Mughlai,North Indian
New Cathay Restaurant and Bar,,New Market,Central Kolkata,"1,900 for 2 (approx)",North Indian,Chinese,Seafood
New Cathay Restaurant and Bar,,New Market,Central Kolkata,"2,000 for 2 (approx)",North Indian,Seafood,Continental
Anadi Cabin,,Dharmatala,Central Kolkata,250 for 2 (approx),Bengali,,
Rang Mahal Restaurant,,Esplanade,Central Kolkata,600 for 2 (approx),Chinese,North Indian,
Chitto Babur Dokan,,Esplanade,Central Kolkata,350 for 2 (approx),North Indian,,
Rang Mahal,,New Market,Central Kolkata,300 for 2 (approx),Chinese,Fast Food,
NFC Food Funda,,Park Street,Central Kolkata,200 for 2 (approx),Fast Food,,
The Little Bistro,,Taltala,Central Kolkata,500 for 2 (approx),Fast Food,Thai,Desserts
Tandoori Darbar,,Esplanade,Central Kolkata,800 for 2 (approx),North Indian,Chinese,
Saima Restaurant,,Esplanade,Central Kolkata,250 for 2 (approx),Mughlai,North Indian,Biryani
Kathleen,,New Market,Central Kolkata,400 for 2 (approx),Desserts,Fast Food,
Gopala's,,Hazra,South Kolkata,800 for 2 (approx),Chinese,North Indian,Fast Food
Ralli's,,Chowringhee,Central Kolkata,500 for 2 (approx),North Indian,South Indian,Beverages
Checkers Cafe,,Kankurgachhi,East Kolkata,700 for 2 (approx),Chinese,Fast Food,
Domino's Pizza,,Rajarhat,24 Parganas North,500 for 2 (approx),Fast Food,,
Aaheli Xpress & Tummy Time,,New Market,Central Kolkata,500 for 2 (approx),Bengali,Fast Food,
WBFC,,Park Street,Central Kolkata,150 for 2 (approx),Fast Food,Chinese,
New Arafat Restaurant & Caterer,,Wellesley,Central Kolkata,350 for 2 (approx),North Indian,Chinese,Bengali
New Arafat Restaurant & Caterer,,Wellesley,Central Kolkata,400 for 2 (approx),North Indian,Chinese,
Mio Amore,,Salt Lake,East Kolkata,300 for 2 (approx),Desserts,Fast Food,
Delhi Darbar,,Topsia,East Kolkata,700 for 2 (approx),North Indian,Mughlai,
Delhi Darbar,,Wellesley,Central Kolkata,300 for 2 (approx),Mughlai,Fast Food,
Jimmy's Restaurant,,New Market,Central Kolkata,900 for 2 (approx),Chinese,Seafood,Beverages
Jimmy's Restaurant,,New Market,Central Kolkata,700 for 2 (approx),Chinese,Seafood,Beverages
Silver Moon Restaurant,,Salt Lake,East Kolkata,700 for 2 (approx),Bengali,North Indian,Chinese
VIP Sweets,,Salt Lake,East Kolkata,200 for 2 (approx),,,
The Great Biryani Co.,,Salt Lake,East Kolkata,500 for 2 (approx),North Indian,Biryani,
Mama Mia!,,Ballygunge,South Kolkata,300 for 2 (approx),Desserts,,
Sweet N Sour,,Salt Lake,East Kolkata,600 for 2 (approx),Bengali,Chinese,North Indian
China Garden,,Tangra,East Kolkata,700 for 2 (approx),Chinese,Seafood,
Aafreen Restaurant,,Wellesley,Central Kolkata,800 for 2 (approx),Chinese,Mughlai,North Indian
Shabnam Fried Chicken SFC,,Wellesley,Central Kolkata,200 for 2 (approx),Fast Food,Burger,
Aami Bangali,,Taltala,Central Kolkata,500 for 2 (approx),Bengali,Chinese,North Indian
Tangra Kaizen,,Ballygunge,South Kolkata,500 for 2 (approx),Chinese,Seafood,
Green Valley,,Howrah,Howrah,900 for 2 (approx),North Indian,Chinese,Mughlai
Raj Spanish Cafe,,Tangra,East Kolkata,850 for 2 (approx),Italian,Spanish,Mexican
Haka,,Salt Lake,East Kolkata,"2,100 for 2 (approx)",Chinese,Asian,Seafood
Raj Spanish Cafe,,New Market,Central Kolkata,950 for 2 (approx),Spanish,Italian,Mexican
Mocambo Restaurant and Bar,,Park Street,Central Kolkata,950 for 2 (approx),Continental,European,North Indian
ThreeSixtyThree°,,Taltala,Central Kolkata,"4,200 for 2 (approx)",North Indian,Bengali,European
Baan Thai - The Oberoi Grand,,New Market,Central Kolkata,"5,000 for 2 (approx)",Thai,,
Speak Easy,,New Market,Central Kolkata,"1,500 for 2 (approx)",Continental,North Indian,
Kolkata 46,,Tangra,East Kolkata,"1,200 for 2 (approx)",Chinese,Italian,North Indian
Baan Thai - The Oberoi Grand,,New Market,Central Kolkata,"5,000 for 2 (approx)",Thai,,
The Bhoj Company,,New Market,Central Kolkata,650 for 2 (approx),Bengali,Mughlai,Desserts
Asia In Box,,Ajoy Nagar,South Kolkata,950 for 2 (approx),Asian,,
Bombay Toastee,,New Market,Central Kolkata,400 for 2 (approx),Street Food,Fast Food,
Super Fried Chicken Restaurant,,New Market,Central Kolkata,530 for 2 (approx),Chinese,North Indian,Fast Food
Blue Tokai Coffee Roasters,,Ballygunge,South Kolkata,800 for 2 (approx),Fast Food,,
The French Loaf,,Kasba,South Kolkata,400 for 2 (approx),Desserts,Fast Food,
Ani'Z Express,,Lake Town,East Kolkata,"1,000 for 2 (approx)",North Indian,Mughlai,
Cakes,,Beliaghata,East Kolkata,700 for 2 (approx),Desserts,Beverages,
The Friend's Home Restaurant,,New Market,Central Kolkata,500 for 2 (approx),South Indian,Street Food,
Bombay Toastee,,New Market,Central Kolkata,300 for 2 (approx),Fast Food,,
Celebrations,,Salt Lake,East Kolkata,529 for 2 (approx),Chinese,North Indian,
Bawarchi Food and More,,Howrah,Howrah,300 for 2 (approx),Chinese,North Indian,
Celebrations,,Salt Lake,East Kolkata,500 for 2 (approx),Chinese,Fast Food,
Super Fried Chicken Restaurant,,New Market,Central Kolkata,600 for 2 (approx),North Indian,Chinese,Continental
The Bar,,New Market,Central Kolkata,"3,000 for 2 (approx)",Finger Food,,
Ruchika Restaurant,,New Market,Central Kolkata,500 for 2 (approx),North Indian,Chinese,
Only Alibaba,,"DLF IT Park,",New Town,500 for 2 (approx),Mughlai,Biryani,North Indian
Dieto,,Salt Lake,East Kolkata,300 for 2 (approx),North Indian,Biryani,Pizza
K.C. Das,,New Market,Central Kolkata,100 for 2 (approx),North Indian,,
Rollick,,Salt Lake,East Kolkata,300 for 2 (approx),Desserts,,
Kathleen,,New Market,Central Kolkata,400 for 2 (approx),Desserts,Fast Food,
Dawat Restaurant,,New Market,Central Kolkata,600 for 2 (approx),Chinese,North Indian,
Burger King,,New Market,Central Kolkata,400 for 2 (approx),Burger,Fast Food,Desserts
Tea Junction,,New Market,Central Kolkata,300 for 2 (approx),Street Food,Tea,
Vandy Eggless Home Bakery,,Salt Lake,East Kolkata,600 for 2 (approx),,,
Club Loca Kolkata,,Bidhannagar,East Kolkata,100 for 2 (approx),North Indian,Continental,Asian
The Breakfast,4,Kasba,South Kolkata,600 for 2 (approx),American,Italian,Continental
Kathleen,,New Market,Central Kolkata,400 for 2 (approx),Desserts,Fast Food,
Burger King,,New Market,Central Kolkata,550 for 2 (approx),Burger,,
Mio Amore,,New Market,Central Kolkata,300 for 2 (approx),Desserts,Fast Food,
Bombay Toastee,,Taltala,Central Kolkata,300 for 2 (approx),Fast Food,,
The Bar-B-Q,,Taltala,Central Kolkata,700 for 2 (approx),North Indian,Chinese,
Tea Junction,,New Market,Central Kolkata,300 for 2 (approx),Tea,Beverages,
Tea Junction,,New Market,Central Kolkata,700 for 2 (approx),Beverages,,
The Sugarr and Spice,,New Market,Central Kolkata,300 for 2 (approx),Desserts,Fast Food,
Sarang,,New Market,Central Kolkata,500 for 2 (approx),South Indian,Fast Food,North Indian
Fiesta,,Taltala,Central Kolkata,"1,400 for 2 (approx)",North Indian,Continental,
MUD,,Ballygunge,South Kolkata,500 for 2 (approx),Fast Food,North Indian,Beverages
Baan Thai - The Oberoi Grand,,New Market,Central Kolkata,"6,000 for 2 (approx)",Thai,,
Dawat Restaurant,,Camac Street,Central Kolkata,600 for 2 (approx),Chinese,North Indian,Mughlai
Fusion Pavilion,,Salt Lake,East Kolkata,450 for 2 (approx),Continental,North Indian,Chinese
Prince Restaurant,,New Market,Central Kolkata,700 for 2 (approx),Bengali,North Indian,Mughlai
Rang Rasoi,,B B D Bagh,Central Kolkata,800 for 2 (approx),Mughlai,North Indian,
Threesixtythree 363 - The Oberoi Grand,,Taltala,Central Kolkata,"5,000 for 2 (approx)",North Indian,European,
Threesixtythree 363 - The Oberoi Grand,,New Market,Central Kolkata,"4,200 for 2 (approx)",European,Bengali,Asian
Threesixtythree 363 - The Oberoi Grand,,New Market,Central Kolkata,"4,500 for 2 (approx)",North Indian,Bengali,European
MadBelly,,Salt Lake,East Kolkata,600 for 2 (approx),North Indian,Continental,Bengali
Kimli,,Gariahat,South Kolkata,800 for 2 (approx),Chinese,Asian,
Fatty Mamma Chinese Restaurant,,Lake Town,East Kolkata,"1,200 for 2 (approx)",Chinese,Thai,
Craft Coffee Experience Centre,,Salt Lake,East Kolkata,"1,300 for 2 (approx)",American,Desserts,Pizza
Ranjan's,,Beliaghata,East Kolkata,500 for 2 (approx),Chinese,North Indian,Bengali
Craft Coffee Experience Center,,Salt Lake,East Kolkata,"1,250 for 2 (approx)",American,Seafood,Pizza
6 Ballygunge Place,,Salt Lake,East Kolkata,"1,600 for 2 (approx)",North Indian,Mughlai,Seafood
Hookup Fine Dine Lounge,,Park Circus,South Kolkata,800 for 2 (approx),Chinese,Continental,
Kasturi Restaurant,,New Market,Central Kolkata,950 for 2 (approx),Bengali,Seafood,
Prince Restaurant,,New Market,Central Kolkata,600 for 2 (approx),Bengali,Mughlai,
Threesixtythree 363 - The Oberoi Grand,,New Market,Central Kolkata,"4,000 for 2 (approx)",North Indian,Bengali,European
Barbeque Nation,,New Market,Central Kolkata,"1,500 for 2 (approx)",Chinese,,
VIP Sweets,,Lake Town,East Kolkata,200 for 2 (approx),,,
Amir Fast Food Centre,,Salt Lake,East Kolkata,400 for 2 (approx),Chinese,Fast Food,
Barbeque Nation,,New Market,Central Kolkata,"1,500 for 2 (approx)",Biryani,Continental,Desserts
Barbeque Nation,,New Market,Central Kolkata,"2,200 for 2 (approx)",North Indian,Biryani,Continental
Sky View Cafe- De Sovrani,,Salt Lake,East Kolkata,"1,900 for 2 (approx)",Beverages,Chinese,Continental
Amir Fast Food Centre,,Salt Lake,East Kolkata,400 for 2 (approx),Fast Food,Chinese,Seafood
Sharan,,Taltala,Central Kolkata,300 for 2 (approx),Chinese,Mughlai,
Mio Amore,,Beliaghata,East Kolkata,300 for 2 (approx),Desserts,Fast Food,
The Bhoj Company,,B B D Bagh,Central Kolkata,500 for 2 (approx),Bengali,Chinese,Seafood
Barbeque Nation,,Dharmatala,Central Kolkata,"1,500 for 2 (approx)",North Indian,Biryani,Continental
Kaviar,,Dumdum,24 Parganas North,600 for 2 (approx),North Indian,,
Curry Nation,,Salt Lake,East Kolkata,"1,200 for 2 (approx)",North Indian,Mughlai,
Sanjha Chulha,,Park Circus,South Kolkata,900 for 2 (approx),North Indian,Mughlai,Chinese
"FashionTV Cafe New Town, Kolkata",,Salt Lake,East Kolkata,"1,200 for 2 (approx)",Asian,North Indian,Pizza
Badshah Bar & Restaurant,,New Market,Central Kolkata,"1,000 for 2 (approx)",North Indian,Mughlai,Chinese
Ajker Menu,,Lake Town,East Kolkata,300 for 2 (approx),Chinese,Bengali,
Curry Nation,,Salt Lake,East Kolkata,950 for 2 (approx),North Indian,Mughlai,Bengali
Curry Nation,,Salt Lake,East Kolkata,800 for 2 (approx),Chinese,North Indian,Thai
The Food King,,Park Street,Central Kolkata,400 for 2 (approx),Chinese,Seafood,
Garden Cafe,,Entally,Central Kolkata,500 for 2 (approx),Fast Food,,
The Mark Restaurant,,New Market,Central Kolkata,700 for 2 (approx),Continental,North Indian,
Noodle Time,,Park Street,Central Kolkata,400 for 2 (approx),Chinese,Seafood,
Charnock's,,Salt Lake,East Kolkata,"1,200 for 2 (approx)",Beverages,Continental,Desserts
Plush 28 -Pure Veg Restaurant,,Bidhannagar,East Kolkata,"1,500 for 2 (approx)",North Indian,Chinese,Italian
Bijoli Grill,,Salt Lake,East Kolkata,700 for 2 (approx),Bengali,Fast Food,Seafood
Charnock's,,Salt Lake,East Kolkata,"1,200 for 2 (approx)",North Indian,Continental,Desserts
The Tea Place,,Gariahat,South Kolkata,800 for 2 (approx),Italian,Continental,Beverages
Charnockâ€™s,,Salt Lake,East Kolkata,500 for 2 (approx),North Indian,Continental,Chinese
Potstickers,,Hazra,South Kolkata,700 for 2 (approx),Chinese,Tibetan,
The Coastal Macha,4.3,Gariahat,South Kolkata,"1,200 for 2 (approx)",Chinese,Goan,Konkani
Al-Afsar Restaurant,,Entally,Central Kolkata,500 for 2 (approx),Chinese,North Indian,
ITC Royal Bengal- Grand Market Pavilion,,Taratala,West Kolkata,"1,000 for 2 (approx)",North Indian,Chinese,Continental
Abcos Food Plaza,,Salt Lake,East Kolkata,"1,200 for 2 (approx)",Continental,North Indian,Chinese
Bombay Chowpatty,,Lake Gardens,South Kolkata,250 for 2 (approx),Street Food,South Indian,
Only Alibaba,,Tangra,East Kolkata,500 for 2 (approx),Mughlai,North Indian,Biryani
ABCOS Food Plaza,,Salt Lake,East Kolkata,"1,100 for 2 (approx)",Continental,Bengali,North Indian
Karim's Original From Jama Masjid Delhi 6,,Salt Lake,East Kolkata,"1,200 for 2 (approx)",North Indian,Mughlai,Biryani
Chowrasia Chaats,,Salt Lake,East Kolkata,250 for 2 (approx),Street Food,Chinese,North Indian
Soulmates,,Salt Lake,East Kolkata,800 for 2 (approx),North Indian,Chinese,Continental
Lotus,,"Hotel Kempton,",Taltala,700 for 2 (approx),Chinese,North Indian,
Berezia,,Wellesley,Central Kolkata,350 for 2 (approx),Fast Food,Desserts,
"Kafulok Tangra, Kolkata",,Tangra,East Kolkata,"1,700 for 2 (approx)",Chinese,Asian,
New Mezban Shahi Biryani,,Lake Town,East Kolkata,300 for 2 (approx),Biryani,North Indian,
Mezban,,Wellesley,Central Kolkata,"1,000 for 2 (approx)",North Indian,Mughlai,
Mio Amore,,B B D Bagh,Central Kolkata,300 for 2 (approx),Desserts,Fast Food,
Biggies Burger,,Salt Lake,East Kolkata,300 for 2 (approx),Beverages,Burger,Desserts
Tea Fresh,,Lake Town,East Kolkata,200 for 2 (approx),Street Food,Tea,
Golden Empire,,Taltala,Central Kolkata,700 for 2 (approx),Chinese,Finger Food,
Noir Sky Lounge,,Salt Lake,East Kolkata,"1,200 for 2 (approx)",North Indian,Chinese,Continental
New Flavours,,Taltala,Central Kolkata,200 for 2 (approx),Chinese,,
Kouzina Marine,,Salt Lake,East Kolkata,"1,200 for 2 (approx)",Chinese,Continental,Italian
Namak,,Salt Lake,East Kolkata,300 for 2 (approx),North Indian,Chinese,Italian
Tea Junction,,Lake Town,East Kolkata,400 for 2 (approx),Tea,Beverages,
Shiv Sai Snacks Bar,,Salt Lake,East Kolkata,300 for 2 (approx),South Indian,,
Nagaland House Kitchen,,Salt Lake,East Kolkata,600 for 2 (approx),Chinese,,
Mezban,,Wellesley,Central Kolkata,700 for 2 (approx),Chinese,North Indian,Mughlai
Dustarkhwan Restaurant,,Wellesley,Central Kolkata,950 for 2 (approx),North Indian,Chinese,Mughlai
Mezban,,Wellesley,Central Kolkata,"1,100 for 2 (approx)",North Indian,Mughlai,Biryani
Dustarkhwan Restaurant,,Wellesley,Central Kolkata,900 for 2 (approx),North Indian,Mughlai,Chinese
Crossroad Crystal,,Southern Avenue,South Kolkata,800 for 2 (approx),Bengali,Chinese,
Chennai Square,,Salt Lake,East Kolkata,400 for 2 (approx),South Indian,Beverages,
Shimla Biryani,,Lake Town,East Kolkata,800 for 2 (approx),Beverages,Biryani,
Dehat,,Lake Town,East Kolkata,200 for 2 (approx),North Indian,Rajasthani,
Rayyan Chinese Flavour,,Taltala,Central Kolkata,400 for 2 (approx),Chinese,North Indian,
Jughead's Kitchen,,Taltala,Central Kolkata,400 for 2 (approx),,,
Kim Ling Restaurant,,Tangra,East Kolkata,"1,000 for 2 (approx)",Chinese,Seafood,
Kim Ling,,Tangra,East Kolkata,"1,100 for 2 (approx)",Chinese,Seafood,
Jughead's Kitchen,,Taltala,Central Kolkata,400 for 2 (approx),North Indian,Chinese,
Arsalan Restaurant & Caterer - Hatibagan,,Wellesley,Central Kolkata,450 for 2 (approx),Biryani,,
Kim Ling,,Tangra,East Kolkata,"1,100 for 2 (approx)",Chinese,Seafood,
The Sky Story,,Park Street,Central Kolkata,"1,800 for 2 (approx)",South Indian,Italian,
Padmaparer Rannaghar,4,Golpark,South Kolkata,500 for 2 (approx),Bengali,South Indian,
Kouzina Express Salt Lake,,Bidhannagar,East Kolkata,300 for 2 (approx),North Indian,Continental,Chinese
The Kebab Factory,,Taltala,Central Kolkata,550 for 2 (approx),North Indian,Beverages,Mughlai
Oudh 1590,,Salt Lake,East Kolkata,"1,600 for 2 (approx)",North Indian,Biryani,Awadhi
Spring Onion,4,Garia,South Kolkata,600 for 2 (approx),North Indian,Chinese,
Fung Shway,,Park Street,Central Kolkata,950 for 2 (approx),Chinese,Asian,Japanese
Food Junction,,Howrah,Howrah,400 for 2 (approx),Chinese,Biryani,
Coffee,4,Baguiati,24 Parganas North,500 for 2 (approx),Fast Food,Italian,Chinese
Hot Wok Village,,Tangra,East Kolkata,500 for 2 (approx),Chinese,,
Cafe Coffee Day,,"DLF IT Park,",New Town,900 for 2 (approx),Beverages,Fast Food,
Ammini,4.3,Hazra,South Kolkata,700 for 2 (approx),Kerala,,
The Rose,,Lake Town,East Kolkata,950 for 2 (approx),Chinese,North Indian,Biryani
Fry And Shakes,,Park Circus,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
The Little Place,,B B D Bagh,Central Kolkata,400 for 2 (approx),Chinese,Seafood,
Nandini Kabab Centre,,Dumdum,24 Parganas North,200 for 2 (approx),Fast Food,,
Rayyan Chinese Flavour,,Taltala,Central Kolkata,350 for 2 (approx),Chinese,North Indian,
Chauhan Victoria Vada,,Lake Town,East Kolkata,250 for 2 (approx),South Indian,Street Food,
The Sugarr and Spice,,Howrah,Howrah,300 for 2 (approx),Desserts,Fast Food,
RR Bistro,,Salt Lake,East Kolkata,650 for 2 (approx),Fast Food,Beverages,
"Sunset Resto Bar Lounge Lytton Hotel, New Market Area, Kolkata",,New Market,Central Kolkata,"1,600 for 2 (approx)",North Indian,Chinese,Fast Food
The Biryani Mahal,,Park Street,Central Kolkata,400 for 2 (approx),Biryani,North Indian,
Autograph,,Salt Lake,East Kolkata,"1,000 for 2 (approx)",Bengali,North Indian,Mughlai
Dustarkhwan Restaurant,,Wellesley,Central Kolkata,800 for 2 (approx),Mughlai,North Indian,Chinese
The Biryani Mahal,,Park Street,Central Kolkata,500 for 2 (approx),Biryani,North Indian,
Red Velvet Bakery,,Tangra,East Kolkata,200 for 2 (approx),Desserts,,
