name,ratings,location1,location2,est. bill amt.,cuisine1,cuisine2,cuisine3
Sharma Sweets,,Desapriya Park,South Kolkata,200 for 2 (approx),,,
Pinkk Sugars - Patisserie & Artisanal Bakery,,Salt Lake,East Kolkata,"1,200 for 2 (approx)",Pizza,Desserts,
Chauhan Victoria Vada,,Lake Town,East Kolkata,500 for 2 (approx),Street Food,South Indian,
China Gardens,,Tangra,East Kolkata,900 for 2 (approx),Chinese,Seafood,
China Pearl,,Tangra,East Kolkata,"1,100 for 2 (approx)",Chinese,Asian,Seafood
Shun Li,,Tangra,East Kolkata,"1,300 for 2 (approx)",North Indian,Chinese,Bengali
Ziqra Restaurant,,Kadam Tala,Howrah,700 for 2 (approx),North Indian,Mughlai,
Pinkk Sugars - Patisserie & Artisanal Bakery,,Salt Lake,East Kolkata,"1,300 for 2 (approx)",Italian,Pizza,Desserts
Siddhiksha,,Bidhannagar,East Kolkata,400 for 2 (approx),Fast Food,,
Kimli restaurant,,Tangra,East Kolkata,250 for 2 (approx),Chinese,,
The Co,,New Market,Central Kolkata,800 for 2 (approx),North Indian,Chinese,Seafood
Don Giovanni's,,Salt Lake,East Kolkata,"1,300 for 2 (approx)",Pizza,Continental,Burger
Thai Mee by Don Giovannis,,Salt Lake,East Kolkata,"1,100 for 2 (approx)",Pizza,Italian,Continental
Don Giovanni's,,Salt Lake,East Kolkata,950 for 2 (approx),Pizza,Italian,Fast Food
Kung Pao,,Salt Lake,East Kolkata,"1,200 for 2 (approx)",Chinese,Thai,
Gangaur,,Teghoria,24 Parganas North,650 for 2 (approx),North Indian,Chinese,South Indian
Kim Fa,,Tangra,East Kolkata,850 for 2 (approx),Asian,Thai,Chinese
Pinkk Sugars - Patisserie & Artisanal Bakery,,Salt Lake,East Kolkata,"1,300 for 2 (approx)",Italian,Pizza,Desserts
Keventers,,"Acropolis Mall,",Kasba,400 for 2 (approx),Desserts,,
Ziqra Restaurant,,Dumdum,24 Parganas North,500 for 2 (approx),North Indian,,
China Gardens,,Tangra,East Kolkata,"1,000 for 2 (approx)",Chinese,,
The Blue Poppy,,Lake Town,East Kolkata,400 for 2 (approx),Chinese,Tibetan,
Mio Amore,,Lake Town,East Kolkata,300 for 2 (approx),Desserts,Fast Food,
Shiv Sai Snacks Bar,,Salt Lake,East Kolkata,300 for 2 (approx),South Indian,,
Domino's Pizza,4.3,"DLF IT Park,",New Town,500 for 2 (approx),Pizza,Fast Food,
"Cup O Tea Tangra, Kolkata",,Tangra,East Kolkata,250 for 2 (approx),Fast Food,,
Beijing,,Tangra,East Kolkata,350 for 2 (approx),South Indian,,
Trill,,Salt Lake,East Kolkata,500 for 2 (approx),North Indian,Biryani,
Kathleen,,Lake Town,East Kolkata,400 for 2 (approx),Desserts,Fast Food,
Dehat,,Lake Town,East Kolkata,250 for 2 (approx),North Indian,Rajasthani,
Down The Lane,,Salt Lake,East Kolkata,"1,000 for 2 (approx)",Continental,Desserts,
Dehat,,Lake Town,East Kolkata,300 for 2 (approx),North Indian,,
Mancherji's,,New Market,Central Kolkata,500 for 2 (approx),Bengali,Chinese,
The Blue Poppy,,Lake Town,East Kolkata,400 for 2 (approx),Chinese,Tibetan,
Big Boss,,Tangra,East Kolkata,"1,500 for 2 (approx)",Chinese,Seafood,Beverages
The Paneer Factory,,Park Street,Central Kolkata,600 for 2 (approx),North Indian,Mughlai,Desserts
Mustard,,Kasba,South Kolkata,800 for 2 (approx),Chinese,North Indian,
New Taj Biryani,,Park Circus,South Kolkata,500 for 2 (approx),Biryani,,
Beijing,,Tangra,East Kolkata,"1,300 for 2 (approx)",Chinese,Seafood,Asian
Beijing,,Tangra,East Kolkata,"1,300 for 2 (approx)",Chinese,Seafood,Asian
Zeeshan,,Sarat Bose Road,South Kolkata,500 for 2 (approx),North Indian,Chinese,Mughlai
Arabian Chicken Shawarma And Kebab,,Park Circus,South Kolkata,300 for 2 (approx),Fast Food,,
Potboiler,,Salt Lake,East Kolkata,"1,200 for 2 (approx)",Italian,Desserts,Beverages
Big Boss Restaurant,,Tangra,East Kolkata,"1,800 for 2 (approx)",Asian,Seafood,Chinese
Big Boss,,Tangra,East Kolkata,"1,200 for 2 (approx)",Asian,Chinese,Seafood
Ashrafia Tea,,Wellesley,Central Kolkata,200 for 2 (approx),Beverages,Burger,Fast Food
Chicago Pizza,,Howrah,Howrah,500 for 2 (approx),Pizza,Fast Food,
Chicago Pizza,,Howrah,Howrah,600 for 2 (approx),Fast Food,Beverages,Pizza
What's Your Flavour?,,Wellesley,Central Kolkata,250 for 2 (approx),Beverages,,
Mughal Garden Restaurant,,B B D Bagh,Central Kolkata,400 for 2 (approx),,,
Roastery Coffee House,,Gariahat,South Kolkata,"1,200 for 2 (approx)",Continental,Italian,American
Ah Leung,,Tangra,East Kolkata,300 for 2 (approx),Chinese,,
8th Day Cafe & Bakery,,Southern Avenue,South Kolkata,600 for 2 (approx),American,Desserts,
Elahi Luxury Dining,,B B D Bagh,Central Kolkata,"2,000 for 2 (approx)",Desserts,Mughlai,Seafood
Trove,,Park Street,Central Kolkata,"1,500 for 2 (approx)",North Indian,Chinese,Fast Food
Koshe Kosha,,Golpark,South Kolkata,"1,000 for 2 (approx)",Seafood,Bengali,
Mancherji's,,New Market,Central Kolkata,500 for 2 (approx),Bengali,Parsi,
Lazzat,,Wellesley,Central Kolkata,800 for 2 (approx),Chinese,Seafood,
Best of Gupta's,,New Market,Central Kolkata,"1,200 for 2 (approx)",North Indian,Mughlai,Chinese
Shiv Sai Snacks Bar Sector 3,,Bidhannagar,East Kolkata,200 for 2 (approx),South Indian,,
Down The Lane,,Salt Lake,East Kolkata,"1,000 for 2 (approx)",Continental,Fast Food,Chinese
Kareem’s,,Park Street,Central Kolkata,"1,500 for 2 (approx)",North Indian,Seafood,Beverages
Arsalan,3.9,Kasba,South Kolkata,700 for 2 (approx),Biryani,Mughlai,North Indian
Maharaja,,New Market,Central Kolkata,350 for 2 (approx),Chinese,Fast Food,
Maharaja,,New Market,Central Kolkata,210 for 2 (approx),North Indian,,
Lazzat,,Wellesley,Central Kolkata,800 for 2 (approx),Chinese,North Indian,
Koshe Kosha,,Park Street,Central Kolkata,"1,000 for 2 (approx)",Bengali,Seafood,Mughlai
Koshe Kosha,,Park Street,Central Kolkata,"1,100 for 2 (approx)",Bengali,Seafood,Beverages
Koshe Kosha,4.1,Golpark,South Kolkata,700 for 2 (approx),Bengali,,
Pind Punjabi Dhaba,,Tangra,East Kolkata,"1,000 for 2 (approx)",North Indian,Mughlai,Biryani
Nineteen 6 Tea,,Lake Town,East Kolkata,350 for 2 (approx),Beverages,Fast Food,Street Food
Punjabee Rasoi,4.3,Kasba,South Kolkata,"1,000 for 2 (approx)",North Indian,Mughlai,Biryani
The Kitchen,,Lake Town,East Kolkata,"1,200 for 2 (approx)",North Indian,Continental,
Bubunjaan Kitchen,,Park Circus,South Kolkata,800 for 2 (approx),Fast Food,,
Wise Owl,4.3,Hindustan Park,South Kolkata,"1,000 for 2 (approx)",Continental,Italian,Fast Food
Best of Gupta's,,New Market,Central Kolkata,"1,500 for 2 (approx)",North Indian,Fast Food,
Tung Fong,,Park Street,Central Kolkata,"1,200 for 2 (approx)",Chinese,Asian,Seafood
House Of Biryanee,,Kidderpore,West Kolkata,800 for 2 (approx),Biryani,,
Bean Stop,,Lake Town,East Kolkata,900 for 2 (approx),Continental,Beverages,
Abar Bangali,,Dumdum,24 Parganas North,400 for 2 (approx),Bengali,North Indian,
Chakh Le India,,Lake Town,East Kolkata,700 for 2 (approx),Mughlai,North Indian,Chinese
Coffee World Restaurant,,Southern Avenue,South Kolkata,500 for 2 (approx),Fast Food,Beverages,
Bon Appetit - The Cafe,3.8,Hazra,South Kolkata,500 for 2 (approx),Continental,Desserts,Tea
The Kitchen,,B B D Bagh,Central Kolkata,"1,100 for 2 (approx)",Asian,North Indian,Continental
The Sugarr and Spice,,Lake Town,East Kolkata,300 for 2 (approx),Desserts,Fast Food,
Peter Hu,,Park Street,Central Kolkata,"1,600 for 2 (approx)",Asian,Chinese,
Golden Joy,,Tangra,East Kolkata,"1,300 for 2 (approx)",Asian,Thai,Chinese
Golden Joy Restaurant,,Tangra,East Kolkata,"1,500 for 2 (approx)",Chinese,Asian,Thai
Golden Joy,,Tangra,East Kolkata,"1,300 for 2 (approx)",Asian,Thai,Chinese
Wing Wah,,Lake Town,East Kolkata,400 for 2 (approx),Chinese,Fast Food,
Wing Wah,,Lake Town,East Kolkata,300 for 2 (approx),Chinese,Fast Food,
Kafulok,,Tangra,East Kolkata,"1,700 for 2 (approx)",Chinese,Asian,
Peter Hu ?,,Park Street,Central Kolkata,"1,600 for 2 (approx)",Asian,Desserts,Beverages
The French Loaf,,Lake Town,East Kolkata,400 for 2 (approx),Desserts,Fast Food,
Wokaholic,,Hazra,South Kolkata,500 for 2 (approx),Chinese,Asian,Beverages
Sher - e - Punjab,,Park Street,Central Kolkata,500 for 2 (approx),North Indian,Chinese,Beverages
Mishra's Restaurant,,Salt Lake,East Kolkata,"1,300 for 2 (approx)",North Indian,Mughlai,Chinese
Mishra's Restaurant,,Salt Lake,East Kolkata,"1,350 for 2 (approx)",North Indian,Mughlai,Chinese
The Black,,Tangra,East Kolkata,"2,100 for 2 (approx)",Continental,Chinese,Pizza
Spicery By Sigree,4.4,"Acropolis Mall,",Kasba,"1,100 for 2 (approx)",North Indian,Mughlai,Fast Food
Royal Indian Restaurant - Since 1905,,Park Street,Central Kolkata,850 for 2 (approx),North Indian,Mughlai,Biryani
Wow! China Diner,,Park Street,Central Kolkata,"1,200 for 2 (approx)",Chinese,Asian,Seafood
Ranjan's,,Salt Lake,East Kolkata,400 for 2 (approx),Chinese,North Indian,Fast Food
Tea Junction,,Lake Town,East Kolkata,300 for 2 (approx),Street Food,Tea,
Barbeque Nation,4.4,"Acropolis Mall,",Kasba,"2,000 for 2 (approx)",North Indian,Chinese,
Hotel Hazarduari Restaurant,,Jessore Road,24 Parganas North,600 for 2 (approx),Chinese,Mughlai,North Indian
Silver Spoon,,Park Street,Central Kolkata,500 for 2 (approx),Chinese,,
Vesper,3.5,Baguiati,24 Parganas North,600 for 2 (approx),Chinese,North Indian,
Royal Vega- ITC Royal Bengal,,E.M Bypass,East Kolkata,"4,500 for 2 (approx)",North Indian,,
Tung Fong,,Park Street,Central Kolkata,"1,300 for 2 (approx)",Chinese,Asian,Seafood
Kafulok,,Tangra,East Kolkata,"1,700 for 2 (approx)",Chinese,Asian,
Dosa@Twist,,Desapriya Park,South Kolkata,500 for 2 (approx),South Indian,Chinese,
Motherland Studio & Cafe,,Chowringhee,Central Kolkata,"1,600 for 2 (approx)",Desserts,Beverages,
Motherland Studio & Cafe,,Chowringhee,Central Kolkata,"1,800 for 2 (approx)",Desserts,Beverages,
UBQ by Barbeque Nation,,New Market,Central Kolkata,300 for 2 (approx),North Indian,Biryani,
Parashuram Restaurant,,Howrah,Howrah,500 for 2 (approx),Chinese,North Indian,Fast Food
The Other Room by Trincas,,Park Street,Central Kolkata,"1,200 for 2 (approx)",Chinese,North Indian,Continental
Olypub,,Taltala,Central Kolkata,"1,300 for 2 (approx)",North Indian,Chinese,Continental
Banjara Multi Cuisine Restaurant,,Taltala,Central Kolkata,900 for 2 (approx),North Indian,Chinese,Mughlai
Don Giovanni's Good Fellas,,Park Street,Central Kolkata,"1,000 for 2 (approx)",Pizza,Italian,Continental
Mandarin Gourmet,,Tangra,East Kolkata,600 for 2 (approx),Chinese,Seafood,
Rao's Udipi Home,,Southern Avenue,South Kolkata,400 for 2 (approx),South Indian,,
Don Giovanni's Good Fellas,,Park Street,Central Kolkata,"1,300 for 2 (approx)",Pizza,Italian,
Hit Wicket,,Salt Lake,East Kolkata,"1,400 for 2 (approx)",North Indian,Continental,Chinese
Hit Wicket,,Salt Lake,East Kolkata,"1,300 for 2 (approx)",North Indian,Continental,Chinese
Apanjan,,Kalighat,South Kolkata,400 for 2 (approx),Chinese,North Indian,
Kaffiesta Steaks,4.4,Gariahat,South Kolkata,900 for 2 (approx),American,Italian,
Harry's Bistro,,Salt Lake,East Kolkata,"1,200 for 2 (approx)",North Indian,Asian,Mughlai
The Steak & Grill,,Salt Lake,East Kolkata,"1,300 for 2 (approx)",Continental,Seafood,Chinese
The Steak & Grill,,Salt Lake,East Kolkata,"1,200 for 2 (approx)",Seafood,Continental,Chinese
Sitaram's,,Howrah,Howrah,300 for 2 (approx),North Indian,Fast Food,Chinese
Ong Bong Chong,4,Golpark,South Kolkata,400 for 2 (approx),Chinese,Mughlai,North Indian
Vaango!,4,"Acropolis Mall,",Kasba,500 for 2 (approx),South Indian,,
Chicken Rush,4,Gariahat,South Kolkata,400 for 2 (approx),Fast Food,,
Motherland Studios And Cafe,,Chowringhee,Central Kolkata,"1,000 for 2 (approx)",Desserts,Health Food,Italian
Crave Foodworks,,Southern Avenue,South Kolkata,"1,000 for 2 (approx)",Italian,Chinese,Asian
De Park - ACS Chinese Flavour,,Park Street,Central Kolkata,"1,200 for 2 (approx)",Chinese,Seafood,Desserts
CraftCoffee@Trincas,,Park Street,Central Kolkata,500 for 2 (approx),Desserts,,
Maach Machli & More,4,Hindustan Park,South Kolkata,900 for 2 (approx),Continental,European,Asian
The Salt House,,Elgin Road,South Kolkata,500 for 2 (approx),Continental,Italian,Fast Food
Burger Bites,,Park Street,Central Kolkata,400 for 2 (approx),Burger,Fast Food,
Silver Grill,,Girish Park,North Kolkata,"1,000 for 2 (approx)",Chinese,Seafood,Beverages
Golden Dragon,,Park Street,Central Kolkata,700 for 2 (approx),Chinese,North Indian,Seafood
The Gazeboo,,Park Street,Central Kolkata,"1,300 for 2 (approx)",Chinese,North Indian,Asian
The Gazeboo,,Park Street,Central Kolkata,"1,300 for 2 (approx)",Chinese,North Indian,Asian
Trincas,,Park Street,Central Kolkata,850 for 2 (approx),North Indian,Chinese,
Amour Factory Bar,,Elgin Road,South Kolkata,"1,800 for 2 (approx)",North Indian,Chinese,Pizza
Shubham Restro-Lounge,,Salkia,Howrah,650 for 2 (approx),Beverages,Fast Food,South Indian
Shubham Food Court,,Salkia,Howrah,600 for 2 (approx),North Indian,Chinese,South Indian
The Yellow Straw,,Topsia,East Kolkata,550 for 2 (approx),Beverages,Health Food,
Oasis Park Street Area,,Taltala,Central Kolkata,"1,100 for 2 (approx)",Mughlai,Continental,
Waterfall Bar & Restaurant,,Howrah,Howrah,900 for 2 (approx),North Indian,Chinese,
Waterfall Bar & Restaurant,,Howrah,Howrah,700 for 2 (approx),,,
Cafe Coffee Day,4.3,Rajarhat,24 Parganas North,900 for 2 (approx),Beverages,Fast Food,
Belly Ciao Restaurant,,Howrah,Howrah,900 for 2 (approx),North Indian,South Indian,Beverages
Chili's American Grill and Bar,4.3,"Acropolis Mall,",Kasba,"1,500 for 2 (approx)",American,Mexican,Tex Mex
New Punjab Hindu Hotel,,Bara Bazar,North Kolkata,400 for 2 (approx),Fast Food,Chinese,
Tavern by Trincas,,Taltala,Central Kolkata,750 for 2 (approx),North Indian,Chinese,Desserts
New Adiraj Hindu Hotel,,Howrah,Howrah,500 for 2 (approx),Chinese,North Indian,
Kalapata,,Rashbehari Avenue,South Kolkata,500 for 2 (approx),Bengali,,
Tantra - The Park,,Park Street,Central Kolkata,"4,500 for 2 (approx)",Finger Food,Beverages,
Tavern by Trincas,,Park Street,Central Kolkata,"1,200 for 2 (approx)",Asian,Chinese,North Indian
Barkaas Arabic Restaurant,,Park Street,Central Kolkata,"1,000 for 2 (approx)",Arabian,Lebanese,Mughlai
Kalpana Food Plaza,,Salt Lake,East Kolkata,350 for 2 (approx),North Indian,Biryani,
3 Lovers,,Dumdum,24 Parganas North,300 for 2 (approx),Chinese,,
Matargashti By F.R.I.E.N.D.S Cafe,3.8,Desapriya Park,South Kolkata,700 for 2 (approx),Fast Food,Italian,Chinese
Paradise Biryani,,Park Street,Central Kolkata,800 for 2 (approx),Biryani,Mughlai,
Olypub,,Park Street,Central Kolkata,"1,500 for 2 (approx)",North Indian,Chinese,Mughlai
Starbucks,4.2,"Acropolis Mall,",Kasba,700 for 2 (approx),Desserts,Beverages,
8th Day Cafe & Bakery,,Salt Lake,East Kolkata,600 for 2 (approx),Desserts,,
Subway,,Park Street,Central Kolkata,400 for 2 (approx),Health Food,Fast Food,Beverages
BarBQ,,Park Street,Central Kolkata,"1,400 for 2 (approx)",Chinese,Asian,North Indian
Oasis,,Park Street,Central Kolkata,"1,200 for 2 (approx)",Mughlai,North Indian,Chinese
The Roll Shop,,Park Street,Central Kolkata,200 for 2 (approx),Fast Food,,
Kusum Rolls,,Park Street,Central Kolkata,150 for 2 (approx),Fast Food,,
Banarasi Chaat Bhandar,,Lake Town,East Kolkata,200 for 2 (approx),Street Food,,
Mio Amore,,Lake Town,East Kolkata,300 for 2 (approx),Desserts,Fast Food,
The Good Food Cafe,,Park Street,Central Kolkata,"1,200 for 2 (approx)",Continental,Italian,Desserts
Roxy - The Park,,Park Street,Central Kolkata,"3,300 for 2 (approx)",Finger Food,Beverages,
Roxy - The Park,,Park Street,Central Kolkata,"3,010 for 2 (approx)",Finger Food,Beverages,
Roxy - The Park,,Park Street,Central Kolkata,"3,100 for 2 (approx)",Finger Food,Beverages,
Starbucks,,Park Street,Central Kolkata,700 for 2 (approx),Fast Food,,
Kaazi,,E.M Bypass,East Kolkata,700 for 2 (approx),North Indian,Desserts,Beverages
Starlit Garden Bar,,Park Street,Central Kolkata,"1,050 for 2 (approx)",Continental,North Indian,Chinese
Cha Bar,,Park Street,Central Kolkata,950 for 2 (approx),Italian,Chinese,Tea
Diamond Hotel & Restaurant,,Howrah,Howrah,550 for 2 (approx),North Indian,Chinese,Bengali
Moulin Rouge,,Park Street,Central Kolkata,"1,530 for 2 (approx)",North Indian,Mughlai,Chinese
Diamond Hotel & Restaurant,,Howrah,Howrah,600 for 2 (approx),Biryani,North Indian,Chinese
Hot Kati Roll,,Park Street,Central Kolkata,250 for 2 (approx),Chinese,Fast Food,
Marco Polo,,Park Street,Central Kolkata,"1,800 for 2 (approx)",Continental,North Indian,Chinese
Flavours Of China,,Park Street,Central Kolkata,800 for 2 (approx),North Indian,Chinese,Asian
Burma Burma Restaurant & Tea Room,,Park Street,Central Kolkata,"1,800 for 2 (approx)",Desserts,Beverages,
Ming Room By Trincas,,Park Street,Central Kolkata,"1,500 for 2 (approx)",Asian,Chinese,Continental
Ming Room By Trincas,,Park Street,Central Kolkata,"1,600 for 2 (approx)",Continental,Asian,
Blue Tokai Coffee Roasters,,Chowringhee,Central Kolkata,750 for 2 (approx),Beverages,Continental,Desserts
Oye Balle Balle Dhaba,,Sodepur,24 Parganas North,800 for 2 (approx),North Indian,Chinese,
Mio Amore,,Salt Lake,East Kolkata,300 for 2 (approx),Desserts,Fast Food,
One Step Up,,Park Street,Central Kolkata,"1,300 for 2 (approx)",Chinese,Asian,Continental
Cafe Mezzuna,,E M Bypass,South Kolkata,"1,800 for 2 (approx)",European,Italian,Mediterranean
One Step Up,,Park Street,Central Kolkata,"1,300 for 2 (approx)",Chinese,Asian,Italian
One Step Up,,Park Street,Central Kolkata,"2,200 for 2 (approx)",Asian,Continental,Chinese
Cafe Central,,Park Street,Central Kolkata,800 for 2 (approx),Continental,Fast Food,
Hatari Since 1966,,Salt Lake,East Kolkata,"1,200 for 2 (approx)",Chinese,North Indian,
BarBQ,,Park Street,Central Kolkata,"1,500 for 2 (approx)",North Indian,Chinese,Asian
Hatari,,Salt Lake,East Kolkata,"1,000 for 2 (approx)",Chinese,North Indian,
"Absolute Barbecue's, Park Street",,Park Street,Central Kolkata,"1,600 for 2 (approx)",North Indian,Biryani,
Suchali's Artisan Bakehouse,,Chowringhee,Central Kolkata,850 for 2 (approx),Beverages,Desserts,
O Alibaba,,Ballygunge,South Kolkata,400 for 2 (approx),Chinese,,
The Cafe Store,4,Golpark,South Kolkata,600 for 2 (approx),Tea,Continental,Desserts
The Firangi Food Smith,,Park Street,Central Kolkata,800 for 2 (approx),Continental,Italian,
Raasta Cafe,,Liluah,Howrah,500 for 2 (approx),North Indian,Fast Food,Chinese
Kaviar,,Salt Lake,East Kolkata,"1,300 for 2 (approx)",North Indian,Chinese,
Apna Dhaba,,Salt Lake,East Kolkata,400 for 2 (approx),North Indian,,
BW Cafe,,Wellesley,Central Kolkata,600 for 2 (approx),Chinese,Italian,Fast Food
The Sugarr and Spice,,Park Street,Central Kolkata,300 for 2 (approx),Desserts,Fast Food,
Rollick,,Park Street,Central Kolkata,200 for 2 (approx),Desserts,Beverages,
Starbucks Coffee,,Park Street,Central Kolkata,700 for 2 (approx),Beverages,Desserts,
Rollick,,Park Street,Central Kolkata,300 for 2 (approx),Desserts,,
India Restaurant,4.3,Kidderpore,West Kolkata,800 for 2 (approx),North Indian,Chinese,Desserts
Kaviar,,Salt Lake,East Kolkata,800 for 2 (approx),Chinese,North Indian,Bengali
145 Cafe & Bar,,Park Street,Central Kolkata,"1,300 for 2 (approx)",Asian,American,Korean
Burger King,4,"Acropolis Mall,",Kasba,500 for 2 (approx),Fast Food,Burger,American
Pizza Hut,,New Town,24 Parganas North,600 for 2 (approx),Pizza,Italian,Fast Food
145 Cafe & Bar,,Park Street,Central Kolkata,"1,400 for 2 (approx)",Asian,American,Korean
Cafe Coffee Day Square,,Park Street,Central Kolkata,800 for 2 (approx),Tea,Fast Food,Desserts
Marco Polo,,Park Street,Central Kolkata,"1,800 for 2 (approx)",Continental,North Indian,Chinese
Natural Ice Cream,,Park Street,Central Kolkata,200 for 2 (approx),Desserts,,
Rollick,,Park Street,Central Kolkata,250 for 2 (approx),Desserts,Beverages,
Rollick,,Park Street,Central Kolkata,250 for 2 (approx),Desserts,Beverages,
Hashim's,,Kidderpore,West Kolkata,300 for 2 (approx),Biryani,Mughlai,
Marco Polo,,Park Street,Central Kolkata,"1,700 for 2 (approx)",Continental,North Indian,Chinese
Charcoal Eats,,Salt Lake,East Kolkata,750 for 2 (approx),North Indian,Mughlai,
